item_id,category,description,name,price
TUMOQ,Sports & Outdoors,,Basketball,1334.36
VV73E,Pet Supplies,For your lovely pet,Leash And Collar,1310.46
K4ZWN,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Handwash,1739.59
FSBC0,Toys & Games,,Hot Wheels,616.99
9Y0AS,Beauty & Personal Care,,Serum,1105.78
QXUFV,Sports & Outdoors,Cushioning provides excellent shock absorption,Badminton Racket,1.56
7R8IW,Toys & Games,,Teddy Bear,1510.41
TUSM3,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Bath Soap,1093.94
WIY7Q,"Clothing, Shoes & Jewelry",,Jacket,42.22
1E322,Pet Supplies,For your lovely pet,Pet Grooming,1468.31
8CCC6,Electronics,,Charger,911.80
AAN3O,Sports & Outdoors,,Hat,1414.46
ZKZZG,"Arts, Crafts & Sewing",,Canvas,1264.11
FOGBC,Toys & Games,make a great gift for kids 3 to 7 years olds,Kite,352.12
N64AY,"Arts, Crafts & Sewing",Set of 12,Acrylic Paints,305.60
LFTY5,Toys & Games,,Kite,235.80
BSBBL,Office Products,For everyday office use,Marker,429.76
7YNOQ,Home & Kitchen,,Spoons,967.30
3JJ4D,Office Products,,Pen,1739.96
LD6L4,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Handwash,960.28
BEDDY,Others,for everyday use,Chair,1427.43
NLYRB,"Clothing, Shoes & Jewelry",,Hoodie,901.30
0WAJU,Pet Supplies,For your lovely pet,Pet Grooming,841.26
QURSH,Home & Kitchen,,Bowls,1612.80
SGHG5,Office Products,,Pen,1692.27
MIQNQ,"Clothing, Shoes & Jewelry",Machine Wash,Hoodie,1085.90
3EWHT,Home & Kitchen,,Mats,1433.81
ORHRR,Sports & Outdoors,,Basketball,1086.86
K4AK3,Home & Kitchen,,Sauce Pots,1991.25
ZJ0UH,Sports & Outdoors,Cushioning provides excellent shock absorption,Hat,1478.79
CL3K2,Pet Supplies,For your lovely pet,Leash And Collar,1221.79
G4RVY,"Clothing, Shoes & Jewelry",Imported,Boots,707.40
CJYWM,Sports & Outdoors,,Hat,1857.39
HWIAV,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Speaker,1279.30
LXSA8,"Clothing, Shoes & Jewelry",Imported,Necklace,1096.51
Y4Q9G,Pet Supplies,,Pet Bed,1347.71
F72EF,Home & Kitchen,,Mats,378.88
Z3KWH,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Kite,1519.11
VGBYO,Office Products,,Pen,749.31
NVFAI,Office Products,For everyday office use,Pen,629.52
M8GXL,Sports & Outdoors,100% Synthetic,Sports Shoes,1950.74
X8EYA,"Arts, Crafts & Sewing",Set of 10,Canvas,437.87
JV2CT,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Pans,553.74
GGXJS,Office Products,For everyday office use,Pencil,61.30
B62O8,Toys & Games,make a great gift for kids 3 to 7 years olds,Kite,1955.76
9HEQI,Office Products,For everyday office use,Pencil,27.93
ZT1S1,Sports & Outdoors,,Basketball,1747.93
OXUKB,"Arts, Crafts & Sewing",Set of 12,Paint Brushes,1451.24
C9UFC,"Clothing, Shoes & Jewelry",,Boots,657.80
CUPAW,Electronics,,Laptop,540.72
49ZYJ,Others,,Notebook,577.16
SGN1R,Home & Kitchen,,Bowls,769.49
62TGP,"Clothing, Shoes & Jewelry",100% Cotton,Necklace,998.13
V2XB0,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Teddy Bear,861.24
M7POV,Toys & Games,,Hot Wheels,994.70
MVX6K,Others,for everyday use,Chair,75.62
8291J,Office Products,For everyday office use,Sticky Notes,1059.21
RE28T,Others,for everyday use,Plants,250.87
F9FR6,Electronics,Reams of high-bandwidth DDR4 RAM,Laptop,1063.63
ONHCG,Sports & Outdoors,,Badminton Racket,10.77
2XWI9,Home & Kitchen,,Salad Spinner,435.24
WDFYE,"Clothing, Shoes & Jewelry",,Necklace,193.62
0XBIZ,Pet Supplies,For your lovely pet,Water and Food Bowls,1890.47
X0UK2,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Salad Spinner,1234.29
69DDH,Beauty & Personal Care,,Facewash,1770.13
P8S26,Home & Kitchen,One of a kind stainless steel,Sauce Pots,1693.87
UMYSS,"Clothing, Shoes & Jewelry",100% Cotton,Jacket,570.66
W1027,Toys & Games,,Kite,1066.10
RJQ08,Office Products,For everyday office use,Marker,1325.18
TCV64,"Clothing, Shoes & Jewelry",,Rings,1727.31
UKONE,"Arts, Crafts & Sewing",,Curtains,49.48
OKOC3,"Arts, Crafts & Sewing",Set of 12,Oil Paints,1289.89
DFMOP,Others,for everyday use,Plants,1169.00
4UBFY,Toys & Games,make a great gift for kids 3 to 7 years olds,Barbie,686.79
60OZU,Home & Kitchen,One of a kind stainless steel,Salad Spinner,324.50
8JLCH,"Arts, Crafts & Sewing",,Canvas,548.21
T3B7E,Home & Kitchen,,Mats,128.25
GIX9X,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Charger,1680.93
0E2Q4,Toys & Games,,Barbie,1298.98
5SGJ2,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Handwash,1253.82
9XG9J,Beauty & Personal Care,Suitable for all skin types,Serum,1743.29
IACF0,Beauty & Personal Care,Suitable for all skin types,Serum,115.88
5YDSC,"Arts, Crafts & Sewing",,Easel,284.10
KB771,Pet Supplies,,Pet Grooming,1598.57
VJDKN,Beauty & Personal Care,Suitable for all skin types,Facewash,217.67
7XERB,Sports & Outdoors,Cushioning provides excellent shock absorption,Sports Shoes,555.86
AR711,Home & Kitchen,,Pans,729.92
LYNUP,"Arts, Crafts & Sewing",Set of 12,Curtains,487.15
QSHXX,Toys & Games,make a great gift for kids 3 to 7 years olds,Barbie,849.10
INGT5,Office Products,,Pencil,657.57
HJG6W,Electronics,,Speaker,994.13
HXR3O,"Arts, Crafts & Sewing",Set of 12,Curtains,1370.10
DUR6T,Electronics,【11th Gen Intel Core i5-1135G7】,Speaker,275.90
3R096,"Arts, Crafts & Sewing",,Curtains,412.16
673SB,Pet Supplies,,Pet Grooming,1421.14
1FHXR,Beauty & Personal Care,,Bath Soap,798.17
OH4VG,Office Products,,Sticky Notes,308.58
FZ5LR,Sports & Outdoors,,Badminton Racket,1149.36
I5HWR,Sports & Outdoors,Cushioning provides excellent shock absorption,Basketball,1400.15
QN5IN,Home & Kitchen,,Sauce Pots,190.64
ZWIQ5,"Clothing, Shoes & Jewelry",,Tshirt,428.48
R0Z91,Electronics,,Charger,1543.21
7K3MU,Others,for everyday use,Lamp,1358.30
X0T4A,"Clothing, Shoes & Jewelry",Imported,Boots,1017.10
PD2PK,Beauty & Personal Care,,Toothpaste,675.50
MFOJA,Sports & Outdoors,,Basketball,677.76
KHDNV,Electronics,,Charger,1032.81
SRWPO,Toys & Games,,Teddy Bear,422.33
R9OYW,Sports & Outdoors,,Badminton Racket,1766.70
W31RE,Office Products,,Paper Clips,1402.99
7F2GV,Toys & Games,,Barbie,520.37
N30O4,Office Products,For everyday office use,Sticky Notes,1110.56
Z8UF9,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Sauce Pots,731.29
2RIM8,Toys & Games,make a great gift for kids 3 to 7 years olds,Teddy Bear,70.45
N95A9,Pet Supplies,For your lovely pet,Pet Bed,1076.46
L9V2I,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Laptop Stand,281.17
XBALH,Office Products,,Paper Clips,976.30
HZUHR,Electronics,Reams of high-bandwidth DDR4 RAM,Airpods,1361.20
RBQIW,Others,,Chair,325.26
Y4TZZ,Office Products,,Paper Clips,895.88
Y0KF1,Others,,Nail Paint,426.76
LGNWF,Beauty & Personal Care,,Toothpaste,967.77
132QW,Pet Supplies,,Pet Grooming,1232.24
BR51U,Pet Supplies,For your lovely pet,Pet Bed,971.72
L0XTQ,Pet Supplies,For your lovely pet,Water and Food Bowls,1767.76
LPSVI,"Arts, Crafts & Sewing",Set of 12,Watercolor Pens,1084.75
5RWR4,Others,for everyday use,Lamp,1696.37
PH73J,Others,,Nail Paint,1574.20
DFL7M,Office Products,For everyday office use,Marker,287.57
J5JKD,"Clothing, Shoes & Jewelry",,Boots,24.77
756GQ,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,Jeans,1939.42
MC5WH,Office Products,,Marker,82.71
QEJ3Q,Others,,Lamp,468.44
5NSQM,"Arts, Crafts & Sewing",Set of 12,Acrylic Paints,270.92
P5GRT,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Hot Wheels,1975.32
7UZEX,Home & Kitchen,One of a kind stainless steel,Mats,934.88
8C6ZM,"Clothing, Shoes & Jewelry",,Necklace,799.60
MMZ79,Pet Supplies,,Pet Grooming,181.41
V7DML,Home & Kitchen,,Bowls,849.30
4B1IT,Sports & Outdoors,,Hat,914.48
I8RSU,Electronics,Reams of high-bandwidth DDR4 RAM,Mobile,1042.59
RK1JZ,Others,for everyday use,Lamp,1893.95
SDZSG,Office Products,,Pencil,434.17
8SIGL,"Clothing, Shoes & Jewelry",100% Cotton,Tshirt,1682.22
N48HZ,Pet Supplies,For your lovely pet,Leash And Collar,1288.73
ZYI8V,Office Products,,Pen,58.69
9EH4E,Office Products,For everyday office use,Marker,1149.80
09SLU,Pet Supplies,For your lovely pet,Pet Grooming,1112.42
R5L9B,Sports & Outdoors,100% Synthetic,Basketball,949.23
GQXPF,Beauty & Personal Care,,Facewash,1254.84
QK4GT,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Facewash,1303.42
1AD3K,"Arts, Crafts & Sewing",,Oil Paints,814.27
MDL6K,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Handwash,1707.87
3X6LA,"Arts, Crafts & Sewing",Set of 12,Acrylic Paints,569.60
BPDMJ,Sports & Outdoors,,Badminton Racket,987.62
9WEYH,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Facewash,1269.11
Z5D2A,"Clothing, Shoes & Jewelry",,Boots,897.64
XTT8H,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Pans,922.99
8R83T,Home & Kitchen,,Knives,17.88
WN1R6,Toys & Games,,Teddy Bear,821.61
I1PDY,Electronics,,Ipad,1256.67
M0TCG,Pet Supplies,For your lovely pet,Pet Bed,1385.90
2W146,Pet Supplies,,Leash And Collar,17.69
WW0KY,Home & Kitchen,One of a kind stainless steel,Salad Spinner,194.45
QUN7X,Home & Kitchen,,Salad Spinner,1381.44
AZX93,Home & Kitchen,,Mats,1262.84
EIMJ1,Home & Kitchen,,Pans,256.50
8BMY4,Home & Kitchen,,Spoons,1228.19
124W4,Toys & Games,,Barbie,655.28
BOJ7L,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Barbie,529.51
5W7WK,Office Products,For everyday office use,Marker,1568.75
HTSJY,Office Products,For everyday office use,Pen,406.68
CI9IY,Office Products,,Marker,639.90
ZEQVK,Sports & Outdoors,100% Synthetic,Hat,1336.20
XBDQ1,Sports & Outdoors,Cushioning provides excellent shock absorption,Badminton Racket,472.90
VKT7O,Office Products,,Pencil,1903.29
6XETX,Sports & Outdoors,,Basketball,1034.20
HD5PC,"Clothing, Shoes & Jewelry",Machine Wash,Jeans,893.69
ZCNJT,Others,for everyday use,Lamp,725.13
6TQQ5,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,Necklace,506.41
YPSOW,Electronics,【11th Gen Intel Core i5-1135G7】,Speaker,702.58
BTKYS,Others,for everyday use,Nail Paint,838.16
91NE9,Pet Supplies,,Leash And Collar,1192.72
JHEI9,Electronics,,Mobile,597.21
2Y6AJ,Beauty & Personal Care,,Facewash,166.70
KHEPJ,Electronics,,Laptop,94.75
7ISI1,Others,,Lamp,369.54
Z6D71,Electronics,【11th Gen Intel Core i5-1135G7】,Airpods,454.00
1KSK9,Home & Kitchen,,Knives,1583.26
XDHCD,"Arts, Crafts & Sewing",Set of 10,Easel,953.26
87TYB,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Kite,90.62
G0PPI,Electronics,Reams of high-bandwidth DDR4 RAM,Mobile,1572.98
QZD4N,Toys & Games,make a great gift for kids 3 to 7 years olds,Barbie,743.76
QOLGG,Electronics,,Ipad,1692.84
WL6QR,Sports & Outdoors,,Basketball,281.30
4YH6I,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Teddy Bear,410.45
NP7VO,Home & Kitchen,,Mats,121.28
64U58,Office Products,,Marker,1908.77
XUPWS,Others,for everyday use,Chair,1581.34
CJ5VY,Office Products,,Pencil,333.65
K7LD6,Electronics,,Laptop Stand,1803.36
50760,Office Products,,Paper Clips,1059.10
I49U5,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Facewash,996.35
OAANE,"Clothing, Shoes & Jewelry",,Jeans,1346.84
84DDB,Sports & Outdoors,,Basketball,1864.86
Y4V7U,Office Products,For everyday office use,Pencil,823.85
NI8YT,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Pans,1128.11
YYZRK,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Airpods,573.59
KGZKO,Others,,Chair,40.90
AATWP,Electronics,,Laptop Stand,768.35
TL0NY,Sports & Outdoors,,Sports Shoes,1862.84
BSIDP,Others,for everyday use,Chair,956.36
2NI49,Electronics,,Laptop Stand,123.65
XYXW4,Others,,Plants,1198.10
BUBOL,Home & Kitchen,One of a kind stainless steel,Knives,1315.79
RX7BU,Beauty & Personal Care,,Bath Soap,362.26
1OZFH,"Clothing, Shoes & Jewelry",Imported,Jacket,1178.45
YATDP,Others,,Plants,1914.30
5BN4U,Sports & Outdoors,100% Synthetic,Basketball,293.11
8UR1F,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,Tshirt,374.60
ODWV9,Office Products,For everyday office use,Pencil,944.37
LAR54,"Arts, Crafts & Sewing",,Watercolor Pens,1771.72
DOGKE,"Arts, Crafts & Sewing",,Paint Brushes,1139.80
TSC1W,Pet Supplies,For your lovely pet,Pet Bed,16.44
6VNJH,Electronics,,Mobile,986.31
6YGLV,Sports & Outdoors,Cushioning provides excellent shock absorption,Basketball,114.64
0NX5T,Others,,Plants,399.13
Y36SN,Others,for everyday use,Chair,1686.60
D1CDN,Others,for everyday use,Lamp,1605.58
PZ0RB,Office Products,For everyday office use,Marker,132.15
WR7K1,Pet Supplies,For your lovely pet,Pet Grooming,103.75
Z8L7I,Home & Kitchen,One of a kind stainless steel,Can Opener,1964.40
XU1UL,Home & Kitchen,,Mats,1542.45
YIJZZ,Sports & Outdoors,,Sports Shoes,1255.50
QNSC4,Electronics,【11th Gen Intel Core i5-1135G7】,Mobile,429.72
4T25M,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,Jeans,1414.79
Q1L6I,Pet Supplies,,Pet Bed,1383.59
R6JKG,Others,,Chair,853.88
TIZ11,Home & Kitchen,,Bowls,1456.37
6YKGA,Others,,Notebook,1330.66
1ND3Q,Beauty & Personal Care,Suitable for all skin types,Handwash,1052.17
DFAP4,Sports & Outdoors,,Badminton Racket,1584.70
C6GJI,Pet Supplies,For your lovely pet,Pet Grooming,1992.67
2KXWL,Electronics,,Charger,1098.20
EDKU9,Home & Kitchen,One of a kind stainless steel,Spoons,1306.75
NI255,"Arts, Crafts & Sewing",,Easel,865.63
BLKGF,"Arts, Crafts & Sewing",Set of 10,Watercolor Pens,133.78
016DI,"Clothing, Shoes & Jewelry",,Rings,602.94
C27CW,Toys & Games,,Teddy Bear,403.73
X0MBW,Beauty & Personal Care,Suitable for all skin types,Facewash,66.32
TH0IG,Office Products,,Paper Clips,1558.86
VAPZV,Beauty & Personal Care,,Serum,621.29
X852A,Toys & Games,,Kite,307.13
BYIV1,Toys & Games,make a great gift for kids 3 to 7 years olds,Barbie,427.71
MILXI,Others,,Chair,788.75
QKCEF,Others,for everyday use,Lamp,539.68
CCQP6,Home & Kitchen,,Bowls,989.95
D6YBH,Toys & Games,make a great gift for kids 3 to 7 years olds,Kite,549.62
G5H3L,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Hot Wheels,1819.99
9UGYN,Others,for everyday use,Notebook,574.65
80L7A,"Clothing, Shoes & Jewelry",,Jacket,347.80
OUYYO,Pet Supplies,,Pet Bed,32.93
4EPK7,Pet Supplies,,Water and Food Bowls,1460.38
RM3K4,Pet Supplies,For your lovely pet,Pet Bed,769.31
4I9GI,"Clothing, Shoes & Jewelry",Imported,Boots,723.89
ZXVA5,Others,for everyday use,Notebook,1580.60
WU67E,Pet Supplies,For your lovely pet,Pet Grooming,1967.52
LUNIM,Pet Supplies,,Leash And Collar,1639.47
W49RC,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Hot Wheels,1021.63
D9SEE,Pet Supplies,,Pet Grooming,175.39
ZEDUV,Toys & Games,,Kite,926.45
76BX8,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,Jacket,1323.69
JBI9O,Pet Supplies,,Pet Bed,1458.81
4CYRD,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Barbie,1468.38
U1K4Y,Beauty & Personal Care,,Serum,171.54
SWQGO,"Arts, Crafts & Sewing",Set of 12,Acrylic Paints,121.71
2IS3B,"Clothing, Shoes & Jewelry",,Necklace,1870.94
67PRP,Electronics,【11th Gen Intel Core i5-1135G7】,Airpods,982.22
R5VV3,"Arts, Crafts & Sewing",Set of 10,Curtains,58.10
KN7Y0,Office Products,For everyday office use,Paper Clips,907.98
JL22O,Sports & Outdoors,Cushioning provides excellent shock absorption,Badminton Racket,922.67
F7HHB,Others,,Nail Paint,306.81
3QH48,Electronics,【11th Gen Intel Core i5-1135G7】,Mobile,1616.41
QRBP9,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Spoons,1945.90
VPK7O,Others,,Nail Paint,918.25
3QC9E,Toys & Games,,Barbie,209.76
03KQS,Others,,Plants,1292.31
JIQHK,Electronics,,Laptop Stand,1223.74
1EH6Y,Toys & Games,,Hot Wheels,157.60
W3R5Y,"Arts, Crafts & Sewing",Set of 12,Acrylic Paints,1128.25
AVELX,"Arts, Crafts & Sewing",Set of 12,Curtains,957.68
T6PM6,Electronics,Reams of high-bandwidth DDR4 RAM,Kindle,1455.59
9QIWM,Toys & Games,,Kite,781.99
9BL8X,Pet Supplies,,Pet Grooming,1779.30
EIFCE,Others,for everyday use,Notebook,1550.89
S8V7S,Sports & Outdoors,,Hat,1921.41
K5764,Beauty & Personal Care,,Serum,1078.53
OQH2R,"Clothing, Shoes & Jewelry",,Necklace,893.21
TGQQ6,Home & Kitchen,One of a kind stainless steel,Salad Spinner,1644.23
IWKF2,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Bowls,455.23
W476F,"Clothing, Shoes & Jewelry",,Hoodie,1142.87
KVGQU,Sports & Outdoors,100% Synthetic,Basketball,512.52
HOY0Y,Sports & Outdoors,,Sports Shoes,47.10
2RY1O,Pet Supplies,For your lovely pet,Pet Bed,783.56
JN1E2,Home & Kitchen,,Spoons,106.72
EDIZB,Office Products,,Marker,149.87
W1660,Toys & Games,make a great gift for kids 3 to 7 years olds,Barbie,649.30
MK038,Office Products,,Paper Clips,1292.26
JXSW9,Pet Supplies,,Leash And Collar,1788.83
564A0,Others,for everyday use,Lamp,185.21
ZVPB9,"Arts, Crafts & Sewing",,Watercolor Pens,1979.82
8J5CL,"Clothing, Shoes & Jewelry",,Necklace,640.69
LFR5M,Beauty & Personal Care,,Bath Soap,1818.46
F28QK,Pet Supplies,,Pet Grooming,1736.55
B7P6R,Sports & Outdoors,,Hat,1548.10
KRJ4G,Sports & Outdoors,,Basketball,1446.43
7TFCX,Toys & Games,,Hot Wheels,1458.53
E6NMP,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Laptop,302.98
KZFI3,Sports & Outdoors,100% Synthetic,Hat,451.30
DXM5R,Home & Kitchen,,Can Opener,1838.12
C4J5O,Office Products,For everyday office use,Pen,30.58
4PEW5,"Arts, Crafts & Sewing",,Acrylic Paints,1948.69
JDH5Z,Office Products,For everyday office use,Paper Clips,866.30
SAP32,Toys & Games,,Barbie,675.87
UD04Z,Others,for everyday use,Plants,1586.17
PN54O,Pet Supplies,For your lovely pet,Pet Grooming,907.12
KB91A,Others,for everyday use,Nail Paint,346.20
BADTV,"Clothing, Shoes & Jewelry",100% Cotton,Rings,1968.79
MYKNI,Others,for everyday use,Chair,933.14
43H20,Home & Kitchen,,Sauce Pots,809.75
GK1CA,Beauty & Personal Care,,Facewash,678.27
D8ZQ2,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Bath Soap,621.37
90LCO,Pet Supplies,For your lovely pet,Leash And Collar,1411.36
FXE7Z,Pet Supplies,,Water and Food Bowls,281.60
JS3TE,Others,for everyday use,Lamp,983.69
T3JLQ,Home & Kitchen,One of a kind stainless steel,Spoons,994.65
51GTK,Home & Kitchen,One of a kind stainless steel,Pans,1470.44
WSZQS,Toys & Games,,Hot Wheels,1401.31
09T7J,"Clothing, Shoes & Jewelry",,Rings,1577.15
4J0AZ,Office Products,For everyday office use,Sticky Notes,945.16
3GVVT,Electronics,,Laptop Stand,663.34
CW8N2,Home & Kitchen,One of a kind stainless steel,Bowls,161.62
SS46Z,Pet Supplies,,Pet Bed,1024.86
BR4VR,Home & Kitchen,,Knives,1244.91
UXGSA,"Clothing, Shoes & Jewelry",,Jacket,1519.96
FFJE0,Office Products,For everyday office use,Sticky Notes,167.97
6RYL1,"Arts, Crafts & Sewing",Set of 10,Watercolor Pens,1423.50
4W5AK,Office Products,,Pencil,1652.10
42JI4,Office Products,For everyday office use,Marker,403.13
C2DE8,Beauty & Personal Care,,Toothpaste,232.76
3FYUV,Beauty & Personal Care,Suitable for all skin types,Facewash,524.13
YA519,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Salad Spinner,457.33
5UII6,Home & Kitchen,,Pans,1452.19
NTDOE,Others,,Notebook,1209.29
ML5X1,Office Products,,Sticky Notes,927.22
F74DR,"Clothing, Shoes & Jewelry",Imported,Necklace,14.24
SAPYN,Toys & Games,make a great gift for kids 3 to 7 years olds,Kite,1028.28
8RVGS,Office Products,For everyday office use,Marker,1169.67
QX34P,"Arts, Crafts & Sewing",Set of 12,Oil Paints,194.20
MMPBD,Office Products,,Pen,1079.23
9JTUO,Home & Kitchen,,Spoons,1785.91
DV4SN,Beauty & Personal Care,Suitable for all skin types,Handwash,336.83
JUALB,"Arts, Crafts & Sewing",,Easel,524.20
6GUIW,Office Products,,Sticky Notes,520.80
IEVU6,Sports & Outdoors,,Sports Shoes,949.60
2DMWI,Beauty & Personal Care,,Handwash,1760.84
WFH58,Electronics,,Mobile,1620.91
8XAHD,Toys & Games,,Hot Wheels,1618.92
G0CC5,Pet Supplies,,Pet Grooming,1966.70
NK471,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Hot Wheels,284.67
MULR5,Electronics,,Laptop,1676.18
PFA1M,Pet Supplies,,Pet Bed,1373.76
VCNPI,Office Products,,Paper Clips,1952.52
SN09B,Office Products,,Pencil,1972.81
I605B,Others,,Nail Paint,1071.70
MPR1B,Electronics,【11th Gen Intel Core i5-1135G7】,Kindle,1279.99
3RE3D,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Mobile,467.58
9B0Y0,Office Products,For everyday office use,Sticky Notes,1203.79
5ZE3D,"Clothing, Shoes & Jewelry",100% Cotton,Jeans,1602.91
2FS1R,Beauty & Personal Care,,Handwash,1304.23
X2NZS,"Arts, Crafts & Sewing",,Acrylic Paints,135.21
